message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency,processed_message
IND-00716,"Bhai, Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.97,synthetic_augmented,0,0,0,0,1,1,HIGH,"bhai, delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-01340,Kripya dhyan dein: Your ₹5 lakh loan is approved. Send ₹999 insurance charges to release the amount today.,scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.98,public_dataset_derived,0,0,0,0,1,0,HIGH,kripya dhyan dein: your ₹5 lakh loan is approved. send ₹999 insurance charges to release the amount today.
IND-01417,"Madam, Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.95,public_dataset_derived,1,0,0,0,1,0,CRITICAL,"madam, your electricity connection will be disconnected tonight due to unpaid bill. pay ₹1,850 at URLTOKEN"
IND-00132,"Bhai, HR department: your job is approved. Pay the refundable training fee today to receive your offer letter.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.96,public_dataset_derived,0,0,0,0,1,1,HIGH,"bhai, hr department: your job is approved. pay the refundable training fee today to receive your offer letter."
IND-01033,Kripya dhyan dein: Please transfer ₹499 to this personal UPI ID to unlock your cashback immediately.,scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINDI_ROMAN,UPI,0.91,public_dataset_derived,0,0,0,0,1,0,CRITICAL,kripya dhyan dein: please transfer ₹499 to this personal upi id to unlock your cashback immediately.
IND-01371,"Kripya dhyan dein: Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.99,synthetic_augmented,1,0,0,0,1,0,CRITICAL,"kripya dhyan dein: your electricity connection will be disconnected tonight due to unpaid bill. pay ₹1,850 at URLTOKEN"
IND-00121,"Bhai, Work from home recruitment: pay ₹299 onboarding charges and start earning immediately.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.96,public_dataset_derived,0,0,0,0,1,0,HIGH,"bhai, work from home recruitment: pay ₹299 onboarding charges and start earning immediately."
IND-00474,"Bhai, Emergency donation appeal: transfer ₹500 now to help a hospital patient. Please forward to 10 groups.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH,"bhai, emergency donation appeal: transfer ₹500 now to help a hospital patient. please forward to 10 groups."
IND-00151,"Madam, URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.",scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.93,public_dataset_derived,0,0,1,0,0,1,CRITICAL,"madam, urgent: kyc expires in 2 hours. send otp and aadhaar details on whatsapp to keep your account active."
IND-00586,"Urgent hai: Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.92,synthetic_augmented,0,0,0,0,1,1,CRITICAL,"urgent hai: delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-01314,"Sir, Urgent help needed for a child. Please send ₹1,000 to this personal UPI ID immediately. No time for verification.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.9,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"sir, urgent help needed for a child. please send ₹1,000 to this personal upi id immediately. no time for verification."
IND-01032,"Madam, Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.9,public_dataset_derived,0,0,0,0,1,1,HIGH,"madam, delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-01315,"Bhai, Your WhatsApp account will be permanently disabled today. Click http://appeal.example and enter your login code.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.93,synthetic_augmented,1,0,0,0,0,0,CRITICAL,"bhai, your whatsapp account will be permanently disabled today. click URLTOKEN and enter your login code."
IND-00408,"Please dhyan do, Click http://secure-login.example to prevent your WhatsApp account from being disabled.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.9,public_dataset_derived,1,0,0,0,0,0,HIGH,"please dhyan do, click URLTOKEN to prevent your whatsapp account from being disabled."
IND-00099,"Urgent hai: Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.91,synthetic_augmented,0,0,0,0,1,1,HIGH,"urgent hai: police video verification required. stay on the call and transfer ₹25,000 to prove your account is clean."
IND-01273,"Madam, Your WhatsApp account will be permanently disabled today. Click http://appeal.example and enter your login code.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.98,synthetic_augmented,1,0,0,0,0,0,HIGH,"madam, your whatsapp account will be permanently disabled today. click URLTOKEN and enter your login code."
IND-00949,"Sir, Police notice: your SIM is involved in fraud. Do not tell anyone. Pay the settlement amount immediately.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.92,synthetic_augmented,0,0,0,0,1,1,HIGH,"sir, police notice: your sim is involved in fraud. do not tell anyone. pay the settlement amount immediately."
IND-01246,"Bhai, Congratulations! You are selected for a work-from-home job. Pay ₹999 registration fee to confirm joining.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.98,public_dataset_derived,0,0,0,0,1,0,HIGH,"bhai, congratulations! you are selected for a work-from-home job. pay ₹999 registration fee to confirm joining."
IND-00555,"Bhai, Your Aadhaar is linked to a criminal investigation. Do not disconnect. Pay the security deposit immediately.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,HIGH,"bhai, your aadhaar is linked to a criminal investigation. do not disconnect. pay the security deposit immediately."
IND-00501,"Please dhyan do, Income Tax Department: click http://refund.example to claim your pending refund today.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.88,public_dataset_derived,1,0,0,0,0,1,CRITICAL,"please dhyan do, income tax department: click URLTOKEN to claim your pending refund today."
IND-01009,Urgent hai: Your Aadhaar is linked to a criminal investigation. Do not disconnect. Pay the security deposit immediately.,scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.91,public_dataset_derived,0,0,0,0,1,1,CRITICAL,urgent hai: your aadhaar is linked to a criminal investigation. do not disconnect. pay the security deposit immediately.
IND-01377,Urgent hai: Your account needs urgent verification. Login at http://account-check.example before midnight.,scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.91,public_dataset_derived,1,0,0,0,0,0,HIGH,urgent hai: your account needs urgent verification. login at URLTOKEN before midnight.
IND-00659,"Madam, Your email account will close in 24 hours. Login through this link to keep it active.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.93,public_dataset_derived,0,0,0,0,0,0,HIGH,"madam, your email account will close in 24 hours. login through this link to keep it active."
IND-00285,"Sir, Government scholarship of ₹25,000 approved. Pay ₹299 verification fee to receive it.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.95,public_dataset_derived,0,0,0,0,1,1,HIGH,"sir, government scholarship of ₹25,000 approved. pay ₹299 verification fee to receive it."
IND-00749,"Turant check karein: You have been shortlisted for a government job. Pay ₹1,000 registration fee to receive your appointment letter.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINDI_ROMAN,Employment,0.94,public_dataset_derived,0,0,0,0,1,1,CRITICAL,"turant check karein: you have been shortlisted for a government job. pay ₹1,000 registration fee to receive your appointment letter."
IND-01357,Kripya dhyan dein: FASTag KYC failed. Pay ₹499 and update vehicle details at http://fastag-update.example to avoid blacklisting.,scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.96,synthetic_augmented,1,0,0,0,1,1,HIGH,kripya dhyan dein: fastag kyc failed. pay ₹499 and update vehicle details at URLTOKEN to avoid blacklisting.
IND-00807,"Madam, Courier department: parcel contains restricted material. Pay ₹2,000 immediately or legal action will start.",scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINGLISH,Courier,0.89,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"madam, courier department: parcel contains restricted material. pay ₹2,000 immediately or legal action will start."
IND-04424,Bhai sabko bhejo: ₹500 notes will stop being legal tender tonight. Exchange them immediately.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.81,synthetic_augmented,0,0,0,0,1,0,MEDIUM,bhai sabko bhejo: ₹500 notes will stop being legal tender tonight. exchange them immediately.
IND-00404,"Bhai, Bank security: an unusual transaction was detected. Share the OTP you receive to cancel it immediately.",scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINGLISH,Banking,0.99,public_dataset_derived,0,0,1,0,0,1,HIGH,"bhai, bank security: an unusual transaction was detected. share the otp you receive to cancel it immediately."
IND-01386,Turant check karein: Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.,scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.94,synthetic_augmented,0,0,0,0,1,0,HIGH,turant check karein: your meter has been flagged. pay the pending amount now or your connection will be terminated today.
IND-01161,"Sir, Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.9,synthetic_augmented,1,0,1,0,1,1,HIGH,"sir, income tax refund of ₹18,500 is pending. confirm pan, bank details and otp at URLTOKEN"
IND-01091,"Madam, FASTag verification pending. Send vehicle RC and OTP to activate your account.",scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINGLISH,Transport,0.94,synthetic_augmented,0,0,1,0,0,0,CRITICAL,"madam, fastag verification pending. send vehicle rc and otp to activate your account."
IND-01157,"Sir, Limited investment opportunity: zero risk and guaranteed profit. Send ₹5,000 today to activate your account.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINGLISH,Investment,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH,"sir, limited investment opportunity: zero risk and guaranteed profit. send ₹5,000 today to activate your account."
IND-00217,Kripya dhyan dein: Police notice: your SIM is involved in fraud. Do not tell anyone. Pay the settlement amount immediately.,scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.96,public_dataset_derived,0,0,0,0,1,1,HIGH,kripya dhyan dein: police notice: your sim is involved in fraud. do not tell anyone. pay the settlement amount immediately.
IND-00279,"Please dhyan do, Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,CRITICAL,"please dhyan do, delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-01419,"Sir, Your account needs phone verification. Please reply with the OTP to complete the security check.",scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINGLISH,Banking,0.95,public_dataset_derived,0,0,1,0,0,0,HIGH,"sir, your account needs phone verification. please reply with the otp to complete the security check."
IND-00441,"Urgent hai: You have been shortlisted for a government job. Pay ₹1,000 registration fee to receive your appointment letter.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.96,synthetic_augmented,0,0,0,0,1,1,HIGH,"urgent hai: you have been shortlisted for a government job. pay ₹1,000 registration fee to receive your appointment letter."
IND-01321,"Madam, Your tax refund cannot be processed. Share your bank account and OTP immediately for verification.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.91,synthetic_augmented,0,0,1,0,0,1,HIGH,"madam, your tax refund cannot be processed. share your bank account and otp immediately for verification."
IND-01432,"Kripya dhyan dein: Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,CRITICAL,"kripya dhyan dein: police video verification required. stay on the call and transfer ₹25,000 to prove your account is clean."
IND-00066,"Madam, Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.97,synthetic_augmented,1,0,1,0,1,1,CRITICAL,"madam, income tax refund of ₹18,500 is pending. confirm pan, bank details and otp at URLTOKEN"
IND-00174,Bahut zaroori hai: Your account needs phone verification. Please reply with the OTP to complete the security check.,scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINDI_ROMAN,Banking,0.97,synthetic_augmented,0,0,1,0,0,0,HIGH,bahut zaroori hai: your account needs phone verification. please reply with the otp to complete the security check.
